#Name	PubChem	MP
phenyl-4-aminosalicylate	8609	153
"N-[2-(Dimethylamino)ethyl]-N,N',N'-trimethylethane-1,2-diamine"	18196	18
Ethyl 5-methyl-1H-pyrazole-3-carboxylate	77645	87
"2-[1,2-dibromo-2-(2-nitrophenyl)ethyl]pyridine"	2749532	182
5-nitroisoquinoline	69085	108
N-(3-Fluoro-4-nitrophenyl)acetamide	2755770	176
ouabagenin	262968	236.5
"1,4-dichloro-2-butene"	15122	3.5
2-hydroxy-4-methylquinoline	69088	226
3-amino-1-phenylbutane	31160	-50
4-hydroxy-2-methylquinoline	69089	234
ethyl 3-(2-furyl)-1h-pyrazole-5-carboxylate	7127811	136
"1,1'-(hydrazine-1,2-diyldibenzene-3,1-diyl)bis(1H-pyrazole)"	2755774	170
m-bromotoluene	11560	-39.8
4-nitrobenzyl_bromide	66011	99
m-bromoiodobenzene	11561	-9
o-Chloroacetoacetanilide	2749539	113
"5-methyl-2,3-diphenyl-2,3-dihydro-1H-indole"	2755776	155
m-bromoaniline	11562	18.5
"2,3-diphenyl-2,3-dihydro-1H-indole"	2755777	173
"14-hydroxy-3,3-dimethoxy-5-methylandrostan-17-one"	5109777	176
m-bromophenol	11563	33
"3,5-dimethylpyridine"	11565	-6.6
ofurace	42850	145.5
"2,7-Dichlorooxanthrene"	36613	201.5
"3-cyclohexyl-3,4-dihydro-1H-isochromen-1-one"	2752700	89
"2,3,7-trichlorodibenzo-p-dioxin"	36614	162
4-vinylphenol	62453	73.5
"3-[(E)-2-phenylethenyl]-3,4-dihydro-1H-isochromen-1-one"	2752701	84
3-Aminophenol	11568	125
"(3Z)-5-phenyl-5,6-dihydro-1H-2-benzoxocin-1-one"	2752702	120
"3-[(E)-2-(4-nitrophenyl)ethenyl]-3,4-dihydro-1H-isochromen-1-one"	2752703	181
"benzene, 1-chloro-2-ethyl-"	6995	-82.7
"6-methoxy-3-(4-nitrophenyl)-3,4-dihydro-1H-isochromen-1-one"	2752705	176
"(1Z,1'Z)-1,1'-(1,4-dihydroquinoxaline-2,3-diylidene)bis(4,4-dimethylpentan-2-one)"	5495786	221
"3-(trichloromethyl)-3,4-dihydro-1H-isochromen-1-one"	2752707	119
"3-acetyl-3-methyl-3,4-dihydro-1H-isochromen-1-one"	2752708	105
dromostanolone	3167	151
"methyl 3,5-dimethyl-1H-pyrazole-1-carboxylate"	2753106	52
droperidol	3168	145.75
5-bromo-2-hydroxybenzophenone	229009	110
4-hydroxy-1-phenyl-3-[(1E)-N-{4-[(E)-phenyldiazenyl]phenyl}ethanimidoyl]quinolin-2(1H)-one	6790008	191
dropropizine	3169	105
peucedanin	8616	85
"7-fluoro-1,2,3,4-tetrahydro-9h-pyrido[3,4-b]indole"	15077550	224
"1-heptanamine, n-heptyl-"	75580	31.5
"2-iodo-1,3-dimethylbenzene"	69097	11
"4,6-dimethyl-2,8-diphenylpyrido[3,2-g]quinoline"	2749545	285
2-amino-4-methylbenzothiazole	15132	138
"2,6-dibromoaniline"	69098	87.5
2-chloro-6-fluorobenzaldoxime	2755782	126
"1,2,3-triaminobenzene"	69099	103
"1,1'-(2,4,6,8-tetramethylpyrido[3,2-g]quinoline-3,7-diyl)diethanone"	2749547	247
3'-ethoxyacetanilide	11570	97
"3,5-dichlorophenol"	11571	68
4-methylcyclohexene	11572	-115
3-methylcyclohexene	11573	-124
1-methylcyclohexene	11574	-120.45
thiamylal	3032285	132.5
iodobenzene	11575	-31.3
n-phenylglycine	66025	127.5
fluanisone	15139	68
"phenanthrene, 9,10-dimethyl-"	69056	144
"1,6-dibromodibenzo-p-dioxin"	56226	207
"spiro[indene-2,3'-isochromene]-1,1',3(4'H)-trione"	2752711	205
n-benzylaniline	66028	37.5
"5',6',7',8'-tetramethylspiro[indene-2,3'-isochromene]-1,1',3(4'H)-trione"	2752712	257
methyl 3-aminobenzoate	78274	51
"barbituric,2-thio-5-et-5-meallyl"	3032288	160.5
4-ethyl-2-methoxyphenol	62465	15
2-chloro-n-(hydroxymethyl)acetamide	62466	100
strychnine	441071	280
6-hexadecanone	93752	37
pentachlorothiophenol	8620	231.5
quinidine	441074	174.5
"2,4-dichloro-3,5-dimethylphenol"	8621	96
pyridine-2-carboxaldehyde 4-nitrophenylhydrazone	289676	258
butobarbitone (butethal)	6473	125.5
choline alfoscerate	823	142.5
1-(2-nitrophenyl)piperidine	225457	77
4-(o-Methoxythiobenzoyl)morpholine	292384	86
"N,N'-[(4,6-dinitrobenzene-1,3-diyl)di(E)methylylidene]dianiline"	2749553	165
3-bromobenzaldoxime	608090	72
9-Methyl-9H-carbazole	15142	91
9-Vinyl-9H-carbazole	15143	63
"2,2'-(4,6-dinitrobenzene-1,3-diyl)dioxirane"	2749556	154
2-piperidineethanol	15144	69
3-methoxy-4-nitroaniline	2755795	127
2-methylhexane	11582	-118.2
2-hexanone	11583	-55.5
naftalofos	15148	177
"3,9-dinitrofluoranthene"	31186	223
"2-chloro-4,4'-dinitrobiphenyl"	2755798	145
7-bromo-1-chloroisoquinoline	6502024	124
4-methylbenzylamine	66035	12
n-carbethoxyphthalimide	31187	91
1-hydroxypyrene	21387	180
2-Azidobiphenyl	82074	49
"1,4-pentadiene"	11587	-148.8
"2-acetyl-3-phenyl-3,4-dihydronaphthalen-1(2H)-one"	2752721	67
4-bromothioanisole	66037	39
"1,2-pentadiene"	11588	-137.3
"2-[(4-Bromophenyl)hydrazono]-5,5-dimethylcyclohexane-1,3-dione"	917378	204
1-Chlorobut-2-ene	11589	-65
dydrogesterone	3181	170
dyphylline	3182	161.5
bis(trichloromethyl)sulfone	62478	37
"3,4,4a,10-tetrahydroanthracene-1,9(2H,9aH)-dione"	2752726	79
6-hydroxyflavone	72279	235
"pyrimidine, 2,4,6-trichloro-"	77378	22.5
7-Bromoquinolin-8-ol	384161	139.5
Nystatin	441086	160
"octahydrocyclobuta[1,2-a:3,4-a']dicyclopentene-1,6-dione"	276352	67
methyl_anthranilate	8635	24
"1-iodo-3,5-dinitrobenzene"	235269	101
3-amino-1-(4-chlorophenyl)-1h-pyrazole	13626945	108
N-boc-L-isoleucine	10421414	69
"hydrazine, (2,5-dichlorophenyl)-"	9366	102.5
"2h-pyran-2-one, 4,6-dimethyl-"	12662	51.5
2-chlorobutyramide	344969	75
"2,5-dimethylhexane"	11592	-91
2-amino-6-bromopyridine	300809	90
1-bromo-2-fluoro-4-iodobenzene	2725006	36
"benzene, 2-iodo-1,3-dimethyl-"	69097	11.2
2-methylheptane	11594	-108.9
hesperetin	72281	227.5
"(2h)1,4-benzothiazin-3(4h)-one"	21396	177
"9,10-diphenylanthracene"	15159	246
butylurea	11595	97
"1,1'-cyclohexa-2,4-diene-1,1-diyldibenzene"	2752730	57
"(3Z)-3-{[(4-chlorophenyl)amino]methylidene}-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"	3562650	168
1-hexene	11597	-140.15
"2,2-dimethyl butyric acid"	11684	-14
"1,5-hexadiene"	11598	-140.7
4-hydroxy-1-methylpiperidine	66048	28
"trans-1,4-hexadiene"	11599	-138.7
3-octadecanone	87532	51
"4,4-difluorocyclohexanone"	15789092	39
4-bromothiophenol	66049	75
lorcainide	42884	263
"1-ethyl-4-phenyl-1,2,3,4-tetrahydronaphthalen-1-ol"	2752734	112
"2,3,5-trimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752735	98
4-acetamido-9-fluorenone	235270	263
"2-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752736	56
"3,5,5-trimethylcyclohexane-1,2-dione"	93772	91
"3-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752737	53
1-naphthylamine	8640	49.2
"4-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752738	46
"3,4,5-trimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752739	103
amphenidone	8641	183
"1,1,2-trichloro-3,3,3-trifluoro-1-propene"	67938	-114
Ecostatin	3198	87
8-azaguanine	8646	300
ethyl 2-chloro-6-methylpyridine-4-carboxylate	22625009	66
2-methyl-1-decene	518718	-51
(2-Chlorophenyl)(diphenyl)phosphine	303889	105.35
"lup-20(29)-ene-3,28-diol, (3.beta.)-"	221023	250
"bis[5-methyl-2-(1-methylethyl)cyclohexyl] 2,4-dimethyl-6-oxocyclohex-4-ene-1,3-dicarboxylate"	2750821	186
9H-fluoren-9-ylmethyl [2-amino-1-(hydroxymethyl)-2-oxoethyl]carbamate	4446265	155
methyl 3-methoxy-2-nitrobenzoate	79195	143
cyclododecene_(trans)	15164	0
"2,8-diphenylpyrido[3,2-g]quinoline"	2749577	279
"2(3h)-furanone, 5-ethyldihydro-"	12756	-18
"2-[(E)-2-furan-2-ylethenyl]-8-[(Z)-2-furan-2-ylethenyl]pyrido[3,2-g]quinoline"	2749578	272
Cyclodecanol	15166	39.85
"2,3,4-trimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752740	86
"2,4,5-trimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752741	73
cyclobuta[a]naphthalen-1(2H)-one	2752742	97
"1,1,1,2,3,3,3-Heptafluoropropane"	67940	-131
cyclobuta[a]naphthalen-2(1H)-one	2752743	72
"5-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752744	35
3-ethylrhodanine	82098	38
"3-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752745	52
"cyclobuta[f][1,3]benzodioxol-5(6H)-one"	2752746	126
"3-methoxy-4-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752747	88
4-chloro-2-(trifluoromethyl)quinoline	2736709	32
"4-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752748	55
"1,4-bis(trifluoromethyl)benzene"	67945	-1
limonin	235284	298
"3-methoxy-5-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752749	83
Benzil	8651	95
(4-Methylphenyl)(phenyl)methanone	8652	57
p-chlorobenzophenone	8653	76
5-nitro-2-(n-propylamino)pyridine	117675	95
decafluorobiphenyl	67949	67.5
syringaldehyde	8655	112
o-diethylbenzene	8657	-31.2
o-anisaldehyde	8658	38
"propanamide, 3,3,3-trifluoro-N-2-thiazolyl-2-(trifluoromethyl)-"	567765	148
"Methyl 3,12-diacetoxycholan-24-oate"	313074	116
"2-butanamine, 3,3-dimethyl-"	520907	-20
"2,3-diphenylpyrazine"	243907	121
"benzenemethanol, 3,5-dichloro-"	43236	80.5
m-ethyltoluene	12100	-95.5
"3-methoxy-2,4-dimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752751	51
3-chloro-4-(trifluoromethylthio)aniline	2736713	43
m-ethylphenol	12101	-4
methisazone	6713324	245
"5-methoxy-3-methylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752752	93
"2-bromo-5-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752753	74
"4-bromo-5-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752754	118
"2,5-dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752755	105
"2-butanol, 3,3-dimethyl-, (.+-.)-"	10045	5.6
"2,5-dimethoxy-3,4-dimethylbicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752756	109
propionanilide	12107	105.5
"3-methoxy-4-(1-methylethyl)bicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752757	43
"3,4-dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752758	141
diethyl diphenyl urea	6828	79
"methyl 2,3-dimethyl-1H-indole-1-carboxylate"	2752612	50
"3-nitrobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752759	76
cinchotoxine	12303230	59
o-trifluoromethylphenol	67958	45.5
2-naphthol	8663	123
"2,3-o-isopropylidene-l-threitol"	785242	47
5-bromo-2-chlorobenzotrifluoride	67959	-21
"2,3-o-isopropylidene-D-threitol"	785244	47
pyrrobutamine	8669	48.5
"3,4,5-trimethoxytoluene"	80922	36
"2-nitro-1-(4,5-dimethoxy-2-nitrophenyl)ethene"	266587	169
"(1E)-N,N'-bis(4-methylphenyl)-2-[(4-methylphenyl)amino]ethanimidamide"	2749592	136
"(1E)-N,N'-bis(4-methoxyphenyl)-2-[(4-methoxyphenyl)amino]ethanimidamide"	2749593	159
"(1E)-N,N'-bis(4-ethoxyphenyl)-2-[(4-ethoxyphenyl)amino]ethanimidamide"	2749594	113
"(1E)-N,N'-dibiphenyl-4-yl-2-(biphenyl-4-ylamino)ethanimidamide"	2749595	190
N-phenyl-N-[(2Z)-2-(phenylamino)-2-(phenylimino)ethyl]benzamide	2749596	142
"tetraethyl 2,2'-(benzene-1,3-diyldiimino)dipropanedioate"	2749837	79
5-methyl-2-(1-methylethyl)cyclohexyl 3-oxo-2-(phenylmethylidene)butanoate	2750808	133
"indole, 5-benzyloxy-"	14624	102
4'-hydroxyflavanone	165506	182
"benzaldehyde, 2,4-dihydroxy-"	7213	135
4-chloro-2-(5-isoxazolyl)phenol	6819866	202
"2-nitrobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752760	116
"2,4,5-trimethyl-3-nitrobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752761	164
"4,4'-dihydroxydiphenylmethane"	12111	162.5
"urea, n,n'-dimethyl-n,n'-diphenyl-"	11917	122
3-benzylpyridine	12112	34
"tricyclo[6.2.0.0~3,6~]deca-1(8),2,6-triene-4,10-dione"	2752762	207
"(4Z)-4-[(2-methoxyphenyl)hydrazono]-5-methyl-2-(piperidin-1-ylmethyl)-2,4-dihydro-3H-pyrazol-3-one"	6821145	149
"tricyclo[6.2.0.0~3,6~]deca-1(8),2,6-triene-4,9-dione"	2752763	237
"2,7-dimethyltricyclo[6.2.0.0~3,6~]deca-1(8),2,6-triene-4,9-dione"	2752764	238
4-chloro-2-(trifluoromethyl)aniline	67961	9
"6,7-dimethyltricyclo[6.2.0.0~2,5~]deca-1,5,7-triene-4,9-dione"	2752765	207
isoproturon	36679	158
"2,7-dimethyltricyclo[6.2.0.0~3,6~]deca-1(8),2,6-triene-4,10-dione"	2752766	188
Levamisole	26879	264.5
"dimethyl 3,6-dimethoxyphthalate"	2752593	101
"6,7-dimethyltricyclo[6.2.0.0~2,5~]deca-1,5,7-triene-3,9-dione"	2752767	161
2-fluorobenzamide	67964	118
tert-butyldichlorophosphine	117690	47
caprylanilide	12118	95
2-nitro-4-fluorotoluene	67965	27
pentacene	8671	257
3-fluoro-4-nitrotoluene	67966	53
Budesonide	63006	226.5
"2,4-Difluoro-1-nitrobenzene"	67967	9
Methylthioinosine	46936521	164
4-amino-4'-chlorodiphenyl	8675	134
2-acetyl-5-nitrobenzo[b]furan	520023	175
"1,1':4',1'':4'',1'''-quaterphenyl"	8677	320
n-phenyl-2-naphthylamine	8679	108
1-(3-methylphenoxy)silatrane	524988	166
"1,1'-[1,2-Ethenediyl]bis[3-nitrobenzene]"	622998	88
thenoyltrifluoromethylacetone	5601	42
trioxsalen	15664885	234.5
"furan, 2-ch(oh)co-furyl"	11100	135.5
1-chloro-3-methyl-5-nitro-benzene	297887	61
"11,11-Difluoro-1,6-methano[10]annulene"	140466	119
tulobuterol	5606	89
N-acetylethylenediamine	66082	47
glucovanillin	3648225	189
"(1E)-1-bicyclo[4.2.0]octa-1,3,5-trien-7-ylidene-2-(2,4-dinitrophenyl)hydrazine"	2752770	203
"(2Z)-1-(2,4-dinitrophenyl)-2-(2-methylbicyclo[4.2.0]octa-1,3,5-trien-7-ylidene)hydrazine"	2752771	227
"(1Z)-1-cyclobuta[a]naphthalen-2(1H)-ylidene-2-(2,4-dinitrophenyl)hydrazine"	2752772	275
"butane, 1,1'-sulfinylbis-"	16568	32.6
2-fluor-benzaldehyd	67970	-44.5
"(1E)-1-(2-bromo-5-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-ylidene)-2-(2,4-dinitrophenyl)hydrazine"	2752773	289
ouabain octahydrate	4605	130
"N~1~-(4-methylphenyl)-4-nitrobenzene-1,2-diamine"	4655136	160
m-hydroxyacetanilide	12124	147
"(1Z)-1-(4-bromo-5-methoxybicyclo[4.2.0]octa-1,3,5-trien-7-ylidene)-2-(2,4-dinitrophenyl)hydrazine"	2752774	310
"5-fluorobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752775	41
6-(2-aminophenyl)-2-methyl-5-nitro-4-phenyltetrahydro-2H-pyran-2-ol	3440121	148
"butane, 2,2-dichloro-"	521118	-74
"5-chlorobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752776	71
"5-bromobicyclo[4.2.0]octa-1,3,5-trien-7-one"	2752777	82
isovanillin	12127	114
"9h-purin-6-amine, 9-.beta.-d-arabinofuranosyl-"	191	257.25
sec-butylbenzene	8680	-82.7
"2-methyl-6H-pyrido[1,2-b]isoquinolin-6-one"	2752779	124
Amoxicillin	33613	194
paclobutrazol	616765	165.5
erbon	8686	49.5
1-(4-hydroxyphenyl)-5-mercaptotetrazole	3034725	170
"methyl 3,5-dibromo-2-hydroxybenzoate"	624217	151
"3H-indazol-3-one, 4-(4-chlorophenyl)-1,2-dihydro-1-methyl-6-(methylthio)-2-phenyl-"	2747713	167
bromofenoxim	5360414	196.5
"1,3-diphenyl-1-triazene"	8689	98
4-(2-aminoethyl)phenol	5610	164.5
2-chloro-2'-nitroacetanilide	222443	88
"2,5-dibromobenzaldehyde"	13540069	95
3-(2-thienyl)-1-(p-tolyl)-2-propen-1-one	521921	79
4-Butyrylphenol	66092	91
valerophenone	66093	-9
17-alpha-hydroxyprogesterone	521928	222.5
4-(4-piperidinyloxy)benzamide	18445306	228
"benzene, 2-chloro-1,5-dinitro-3-(trifluoromethyl"	67851	63
"2-methyl-1,2-dihydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752780	89
tricaproin	12131	-60
"3,4,11,11a-tetrahydro-2H-pyrido[1,2-b]isoquinoline-2,6(1H)-dione"	2752782	126
2-amino-4-nitrophenol	3613389	144
m-chlorobenzophenone	66098	82
triacetoxy(vinyl)silane	77780	7
"3,5-Di-tert-butylbenzene-1,2-diol"	66099	96
"5,6,13,13a-tetrahydro-8H-isoquino[3,2-a]isoquinolin-8-one"	2752783	173
"2,5-difluorotoluene"	67980	-35
butyl malonic acid	10801	104.5
4-fluoro-3-methylaniline	67981	34
"5,6-dihydro-8H-isoquino[3,2-a]isoquinolin-8-one"	2752785	101
"7,9-dimethyl-6-oxo-6,11-dihydropyrido[1,2-b]isoquinolinium"	2752786	87
"7,9-dimethyl-1,2,3,4-tetrahydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752787	62
"N-benzhydryl-N,N-dimethylamine"	219285	69
"7,9-dimethyl-1,2,3,4,11,11a-hexahydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752788	102
"benzamide, N-(4-butylphenyl)-4-methoxy-"	2171073	147
"7,8,9,10-tetramethyl-11,11a-dihydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752789	139
"2,3,4-trichlorotoluene"	23823	43.5
Timolol	33624	202
3-bromo-4-chlorobenzotrifluoride	67988	-23
4'-(trifluoromethylthio)acetophenone	2777839	30
Baratol	33625	208
Talbutal	606974	109
"(1S)-4-[(1R)-1-Methoxy-2,2-dimethylpropyl]-1-methyl-1H-2,3-benzodiazepine"	101593955	107.85
3-phenyl-4(3h)-quinazolinone	785275	139
1-methyl-4-methoxycarbonyl-2-pyrrolidone	108402	15
butyl_benzoate	8698	-12
diiodofluoromethane	11822226	-34.5
dimethyl 2-fluoroterephthalate	79178	82
OSM-S-53	853886	166.5
"2,4-pentadienal, 5-phenyl-"	114651	42.5
2-chloropyridine-4-methanol	7062237	65
"1,4-Anhydro-6-O-stearoyl-D-glucitol"	16218600	57
"cyclopropanemethanol, .alpha.-methyl-"	79104	-32.1
vomicine	633307	282
Delavirdine	5625	227
5-methylbenzofuroxan	140486	97
"4,11a-dimethyl-11,11a-dihydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752790	177
"1,3-diphenoxy-2-propanol"	12140	82
"benzenemethanamine, .alpha.-methyl-, (.+-.)-"	7408	32
"7,8,9,10-tetramethyl-6H-pyrido[1,2-b]isoquinolin-6-one"	2752791	221
"benzaldoxime,syn"	12143	35
"11,11a-dihydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752793	93
"9-methoxy-6H-pyrido[1,2-b]isoquinolin-6-one"	2752794	130
ethyl 3-[hydroxy(phenyl)amino]-2-phenylprop-2-enoate	2750877	75
"9-methoxy-1,2,3,4-tetrahydro-6H-pyrido[1,2-b]isoquinolin-6-one"	2752795	80
"7,9-dimethyl-6H-pyrido[1,2-b]isoquinolin-6-one"	2752796	114
4-iodobenzotrifluoride	67993	-8
penfluridol	33630	106
"12H-isoquino[2,3-a]quinolin-12-one"	2752797	125
Lovastatin	53232	175
2-[4-(2-Hydroxyethyl)piperazin-4-ium-1-yl]ethanesulfonate	23830	236
"6a,7-dihydro-12H-isoquino[2,3-a]quinolin-12-one"	2752798	91
sulfluramid	77797	96
4-methylphenylisothiocyanate	12149	25.5
hepes	23831	234
"5,6,6a,7-tetrahydro-12H-isoquino[2,3-a]quinolin-12-one"	2752799	130
4-(trifluoromethyl)benzaldehyde	67996	1.5
4-(trifluoromethylthio)benzaldehyde	2777846	30
3-methylheptadecane	94321	-6
3-methylnonadecane	94322	8
"2,4-dimethyl-3-isopropylpentane"	518775	-81.7
2-methylanisole	33637	-34.1
"p-hydroxybenzoic acid,ethyl ester"	8434	117
"methyl 3-(2-oxo-1,2,3,4-tetrahydroquinolin-6-yl)propanoate"	2749384	134
"bis(2,6-dinitrobenzyl) carbonate"	2752988	203
1-(3-aminophenyl)ethanol	222461	68
4-bromophenyl_acetate	74726	21
1-Amino-3-phenoxypropan-2-ol	2725073	146
Urapidil	5639	156
"(3R)-1-Acetyl-3-[(2R,3R)-2-chloro-2,3-dihydro-1-benzofuran-3-yl]-3-hydroxy-1,3-dihydro-2H-indol-2-one"	12992328	132.85
"bis(4-chlorophenyl) 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate"	2753393	244
p-ethoxyphenol	12150	66.5
"2,4-dibromo-6-fluoroaniline"	2736765	63
"1,3,5-triazine, hexahydro-1,3,5-trimethyl-"	7952	-27
phenyl_propyl_ether	12155	-28
b-chlorophenetole	12156	28
1-chlorodibenzo-p-dioxin	37207	104.5
"nonanamide, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro-N-(3-methylphenyl)-"	2748492	97
1-iodopropane	33643	-101.3
"2,3-benzofluorene"	9201	210
dicyclohexylphenylphosphine	80970	60
"9,9-dimethylxanthene"	606997	42
glibornuride	33649	192
"propane, 1,1'- methylenebis(oxy) bis-"	68165	-97.3
n2-acetyldeoxyacyclovir	10354770	181
benzyldiphenylphosphine	603920	75
p-Fluoroazobenzene	226039	80
2-[(2-Phenylethyl)amino]naphthoquinone	304447	141
phthalazine	9207	90.5
sulfametrole	64939	149.5
cinnoline	9208	38
2-amino-5-methylthiazole	351770	97
ursodiol	5645	203
"3,3-dimethyl hexane"	11233	-126.1
valinomycin	5649	190
p-ethyltoluene	12160	-62.3
p-methylstyrene	12161	-34.1
"benzene, 1,2-dichloro-4-(trichloromethyl)-"	25608	25.8
1-Chloro-4-methoxybenzene	12167	-18
"4,4-dimethyl-3-thiosemicarbazide"	2733700	145
pyrazine-2-thiocarboxamide	2797467	200
"silane, dimethoxymethyl-"	85623	-136
"ethanol, 2-(ethylphenylamino)-"	62338	37
"phenol, 2-(1,1-dimethylethyl)-5-methyl-"	6937	46.5
"benzenamine, 4-bromo-2-methyl-"	11423	59.5
"4-bromo-1,3-dimethylbenzene"	68503	-17
stevioside	548198	198
2-fluoro-5-hydroxypyridine	2763108	152
"5-chloro-2,4-dimethoxyphenyl isocyanate"	4389804	93
quinazoline	9210	48
2-chloro-5-nitropyridine	78308	107
"5-azadibenzo(a,e)cycloheptatriene"	9212	198
2-bromo-4-nitrophenetole	18787093	55
biphenylene	9214	115
5-nitronaphthalene-1-carbaldehyde	226046	136
N-pentanoyl-N-{[2'-(2H-tetrazol-5-yl)biphenyl-4-yl]methyl}valine	5650	116
acridine	9215	108
diethyl glutarate	13163	-24.1
dibenzo-p-dioxin	9216	122
phenamidine	64948	215.5
Phenoxathiine	9217	59.5
"4,5-difluorosalicylaldehyde"	15434553	70
"3-chlorophenyl 4,6-dimethyl-2-oxo-2H-pyran-5-carboxylate"	2752153	96
6-methyl-4-pyrimidinamine	572852	197
acetaldehyde diethyl acetal	7765	-100
"2,3,3-trimethyl-2-pentanol"	141007	-1
"a,a'-dichloro-p-xylene"	12171	100
"5-bromo-4,6-dichloropyrimidine"	111605	79
3-amino-2-chloro-4-methylpyridine	2756387	66
"1,4-benzenedicarboxaldehyde"	12173	117
"5-fluoro-2,4-dichloropyrimidine"	250705	38
"1,8-Dibromooctane"	78310	15.5
"2,6-di-t-butylpyridine"	68510	2.2
2-acetamidothiazole	17625	203
s-amylbenzene	17627	-70
n-methylnicotinamide	64950	103.5
(3-nitrophenyl)ethene	68514	-10
indazole	9221	148
4'-bromo-4-chlorobutyrophenone	78317	37
5-fluoro-2-(trifluoromethyl)phenol	2774803	50
"1h-pyrrolo(2,3-b)pyridine"	9222	106
alpha-toluenesulfonamide	78318	103
methyl 4-hydroxy-3-nitrobenzoate	66835	75
"2,4-dichloroquinoline"	607503	67.5
"benzaldehyde, 5-chloro-2-hydroxy-"	12481	100.3
"3,4-dibromo-2-fluoropyridine"	15135082	76
"1,2-benzisothiazole"	9225	38
"benzene, 1-(chloromethyl)-3-nitro-"	12078	46
"1h-imidazo[4,5-b]pyridine"	9227	149.5
benzoxazole	9228	31
"1-piperazineacetamide, 4-[4,4-bis(4-fluorophenyl)butyl]-N-(2,6-dimethylphenyl)-"	3926	159
"1,3-benzodioxole"	9229	-18
1-methylsulfonyl-1h-benzotriazole	792044	110
vigabatrin	5665	209
dibromomalonamide	175375	205
vincamine	5668	231.5
S-[2-(Benzoylamino)phenyl] benzenecarbothioate	13977	152
2-(4-n-hexyloxyphenyl)-5-n-octylpyrimidine	603948	60
"acetamide, 2-(benzoyloxy)-n,n-bis(2-hydroxyethyl"	14033064	81
"octadecane, 1-isocyanato-"	66988	20
"(13aS)-10-Hydroxy-9-methoxy-5,6,13,13a-tetrahydro-8H-[1,3]dioxolo[4,5-g]isoquinolino[3,2-a]isoquinolin-8-one"	100916731	208.85
methylbutyrate	12180	-85.8
"octane, heptadecafluoro-8-iodo-"	10491	20.8
2-chloro-4-iodopyridine	1516511	43
"2,3,3',4,4',6-hexachlorobiphenyl"	63072	107
4-ethoxymethylene-2-phenyloxazolin-5-one	27435	95
"2-anilino-4,6-di(4-morpholinyl)-1,3,5-triazine"	749680	173
2-Hexadecyloxirane	23872	26
"4-[(4-Nitrophenyl)diazenyl]benzene-1,3-diol"	5354231	200
1-bromo-3-phenoxypropane	68522	10
flupirtine	53276	115.5
2-amino-5-n-propylsulfonylbenzimidazole	88125	221
"3,5-diiodo-4-hydroxybenzaldehyde"	74760	201
p-bromophenetole	68523	4
"diethyl 2-amino-4-methylthiophene-3,5-dicarboxylate"	78537	115
indolizine	9230	75
"3,5-dihydroxybenzaldehyde"	94365	160
azulene	9231	99
hetolin	74764	214
"2,2,3,3,4-pentamethylpentane"	519302	-36.4
bicyclo(2.2.1.)heptane	9233	87.5
"2,2,3,4,4-pentamethylpentane"	519303	-38.7
cyclam	64964	185
3-nitrobenzhydrazide	3291498	154
"1,4-diazabicyclo[2.2.2]octane"	9237	158
3-bromo-5-nitrosalicylaldehyde	519307	149
methymycin	53420574	196
adamantane	9238	270.2
"benzenamine, 4-iodo-"	10893	67.5
"9,10-diethoxyanthracene"	111623	150
